player_id,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_epa,special_teams_tds,def_tackles_solo,def_tackles_for_loss,def_fumbles_forced,def_sacks,def_interceptions,def_tds,def_fumbles,def_safeties,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_blocked,player_display_name,position_x,position_group,headshot_url,team,height,weight,birth_date,fg_pct
00-0036996,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,38,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Greg Newsome II,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zyfy3onrys9i6ounvai8",CLE,72.0,192.0,2000-05-18,
00-0036997,0,0,0,0,0,0,0,0,0,0.0,0.0,0,252,1201,11,1,12.20500373808446,35,51,137,2,1,-22.73726915513861,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Javonte Williams,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwzske22c4wrlf27qrih",DAL,70.0,220.0,2000-04-25,
00-0036998,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,38,0,0,0.0,1,0,0,0,2,7,0,0,0,0,0,Jevon Holland,SAF,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zuvtkp7vhs3iqvpj9nen",NYG,73.0,207.0,2000-03-03,
00-0037000,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Monty Rice,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rrcuqfoaipif1vrlobuz",DET,72.0,233.0,1999-01-08,
00-0037001,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Quinn Meinerz,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wataecqih21xww0giu06",DEN,75.0,320.0,1998-11-15,
00-0037002,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Landon Dickerson,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmdowvfxum5huo9ahemm",PHI,78.0,333.0,1998-09-30,
00-0037003,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Chazz Surratt,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wvgrytpf6ymlzcmxcnch",SEA,74.0,233.0,1997-02-16,
00-0037004,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,12,17,85,2,1,7.768738388316706,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Hunter Long,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n1kvmijdfpyv1dwlwqa6",JAX,77.0,243.0,1998-08-19,
00-0037005,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,24,33,211,1,0,4.23778163994201,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Tommy Tremble,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j0atbeflgj05pldxfon6",CAR,76.0,250.0,2000-06-02,
00-0037007,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6,2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,Patrick Jones II,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yj0r18rgx7oishozdalv",CAR,76.0,264.0,1998-09-29,
00-0037012,7,13,90,0,0,2,-12,0,0,-7.969812458206434,26.61190678675969,0,8,16,0,0,-1.931394761777483,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Trey Lance,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gu6ewpdscaswlet6pbq0",LAC,76.0,226.0,2000-05-09,
00-0037013,6,9,32,0,0,0,0,0,0,-5.15894344978733,8.046578243374825,0,3,1,0,0,-0.2385015040636062,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Zach Wilson,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i17xpbsar7evcypbhtel",MIA,74.0,214.0,1999-08-03,
00-0037015,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2,4,11,0,0,-8.244116740999743,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Sal Cannella,TE,TE,,CLE,77.0,242.0,1996-12-02,
00-0037031,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,Nikola Kalinic,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyvri4pofkob6yclq4kz",CHI,76.0,248.0,1997-01-21,
00-0037034,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,50,5,1,2.0,2,0,0,0,0,0,1,21,0,0,0,Dee Alford,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ekj8kwdcwmajijqt1ce2",ATL,71.0,180.0,1997-11-05,
00-0037041,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Haggai Ndubuisi,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jalumajq4tyslz16v8j0",HOU,79.0,298.0,2000-10-15,
00-0037051,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,Elijah Garcia,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mdhtfrrfmfeop2secu2c",NYG,77.0,302.0,1998-03-11,
00-0037073,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,32,9,0,4.5,0,0,0,0,0,0,0,0,0,0,0,Jordan Davis,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tcepyh61e1ct4vhdeaer",PHI,78.0,336.0,2000-01-12,
00-0037074,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,54,8,0,2.5,0,0,0,0,0,0,0,0,0,0,0,Quay Walker,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dkqnq4ccxwrr7u34aqrz",GB,76.0,240.0,2000-05-08,
00-0037075,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15,6,0,4.0,0,0,0,0,0,0,0,0,0,0,0,Devonte Wyatt,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p1oupvtm9kcm0wpuhape",GB,75.0,304.0,1998-03-31,
00-0037076,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Sean Rhyan,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qkl36vd0ozvjal6lisw9",GB,77.0,320.0,2000-09-15,
00-0037079,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,31,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,Riq Woolen,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rup4lbocfzdeohfrzfq9",SEA,76.0,210.0,1999-05-02,
00-0037081,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Braxton Jones,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjifvwkjowxkcdn61opd",CHI,77.0,303.0,1999-03-27,
00-0037082,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10,2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,Dominique Robinson,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ces5sntijczc3q0pabay",CHI,77.0,275.0,1998-07-02,
00-0037083,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16,6,0,2.0,0,0,0,0,0,0,0,0,0,0,0,Kingsley Enagbare,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ty3h4h6l190fjiwmczlt",GB,76.0,258.0,2000-01-18,
00-0037085,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,25,0,0,-1.1318934991722926,17,29,113,0,0,-3.38584204628847,0,3,0,0,0.0,0,0,0,0,0,0,17,452,0,0,0,Tyler Badie,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ger5eiktec0vzmrxjnaw",DEN,68.0,197.0,1999-02-07,
00-0037086,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,7,10,55,0,0,0.6377658823621462,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Grant Calcaterra,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xzfqqlmavruytirlmg3n",PHI,76.0,240.0,1998-12-04,
00-0037091,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,35,0,0,0.8476753340801226,4,12,107,1,0,-1.168071498395875,0,1,0,0,0.0,0,0,0,0,0,0,19,467,0,0,0,Bo Melton,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yt6xe5fxszt0byq1uszm",GB,71.0,189.0,1999-05-18,
00-0037092,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Chris Paul,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mr885ffyaer4nyo820dq",WAS,76.0,324.0,1998-11-19,
00-0037093,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2,3,48,0,0,1.9701104544801635,0,7,0,0,0.0,0,0,0,0,0,0,10,322,0,0,0,Dareke Young,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umjr6zhpksws2vpfo0qe",SEA,74.0,224.0,1999-06-04,
00-0037094,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jonathan Ford,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxuuhxzzlpfhtm20j9qb",CHI,77.0,346.0,1998-09-29,
00-0037096,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Elijah Hicks,SAF,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uxf5ugo9enwnd8vyxwyv",CHI,71.0,204.0,1999-10-16,
00-0037106,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,Jaylon Jones,DB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xzmtw9ip1b8psz4u9nd0",CHI,71.0,190.0,1997-10-14,
00-0037109,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jack Sanborn,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zlvowg4wze6yjwccibk2",DAL,74.0,234.0,2000-07-29,
00-0037112,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,34,46,293,5,0,14.216050249422594,0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jake Tonges,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uztcdowl4wig2uhy1qxh",SF,76.0,240.0,1999-07-08,
00-0037120,0,0,0,0,0,0,0,0,0,0.0,0.0,0,8,21,0,0,-2.7009358374634758,2,3,8,0,0,-0.9459662016597576,0,5,0,0,0.0,0,0,0,0,0,0,2,60,0,0,0,Tyler Goodson,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fvuevf0apxtfjwdj7l0e",IND,69.0,197.0,2000-11-10,
00-0037129,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3,0,0,0.0,0,0,0,0,0,0,17,425,0,0,0,Josh Blackwell,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cigs4edcf8auxzzv5klc",CHI,71.0,180.0,1999-04-05,
00-0037130,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,53,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,Reed Blankenship,SAF,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fot7g8gs7nv4ecavlisf",PHI,73.0,203.0,1999-03-02,
00-0037132,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,0,9,104,5,125,0,0,0,Britain Covey,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ccxa0mqgouhyluizjbwt",PHI,68.0,173.0,1997-03-18,
00-0037137,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,37,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,Josh Jobe,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tfksoqwgf4axolfjv6zi",SEA,71.0,190.0,1998-04-09,
00-0037155,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,30,3,0,1.0,0,0,0,0,0,0,0,0,0,0,0,Tony Adams,SAF,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lajc14lel9fjm8p6flnc",NYJ,71.0,203.0,1999-01-24,
00-0037157,0,0,0,0,0,0,0,0,0,0.0,0.0,0,82,269,4,1,-16.387532609762157,22,31,160,1,0,1.4046673619304784,0,1,0,0,0.0,0,0,0,0,0,0,12,256,0,0,0,Bam Knight,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjxnlzlnnwlfqayeybut",ARI,71.0,209.0,2001-04-11,
00-0037179,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jeremiah Moon,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x2he3hockgnqfmxlxctw",PIT,77.0,245.0,1998-08-18,
00-0037190,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Sauce Gardner,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tzp7ta7zvziaahtuxhlc",NYJ,75.0,190.0,2001-08-31,
00-0037191,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,45,2,1,1.0,1,0,0,0,0,0,0,0,0,0,0,Trent McDuffie,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nkb7xmyxy4uxe4qhablh",KC,71.0,193.0,2000-09-13,
00-0037192,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,23,10,0,6.0,0,0,0,0,0,0,0,0,0,0,0,George Karlaftis,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hxs6hihwuusxydnr8skh",KC,76.0,263.0,2001-04-03,
00-0037193,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,45,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Bryan Cook,SAF,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ge8j9sel1xacfl2plnol",KC,73.0,206.0,1999-09-07,
00-0037194,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Darian Kinnard,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zb5y9bkkhojda6ljs8sn",GB,77.0,322.0,1999-12-29,
00-0037195,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,42,3,0,2.0,2,0,0,0,0,0,0,0,0,0,0,Jaylen Watson,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vxmoq9pwno4z14gldecd",KC,74.0,197.0,1998-09-17,
00-0037196,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Rasheed Walker,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txizso7r4uhuocg4uhks",GB,78.0,325.0,2000-02-13,
00-0037197,0,0,0,0,0,0,0,0,0,0.0,0.0,0,118,462,1,0,-13.64339287643088,19,26,101,1,0,-4.6779332794478785,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Isiah Pacheco,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqshteijt4xhgk2ei9sx",KC,70.0,216.0,1999-03-02,
00-0037203,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,LaBryan Ray,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sa3cqqnsfpbh8hbn6ga3",CAR,76.0,290.0,1997-12-05,
00-0037205,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Brenden Schooler,SAF,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lawgvaccr2r2susesv1g",NE,73.0,210.0,1997-05-30,
00-0037207,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Mike Caliendo,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xfghkpipwwva7x4vs6xk",KC,76.0,300.0,1997-10-21,
00-0037208,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Jack Cochrane,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oh1dnddhxhzozoatq0z9",KC,75.0,236.0,1999-02-09,
00-0037224,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,37,40,0,Cameron Dicker,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vd4nd1hoax82j7fi2bx0",LAC,73.0,216.0,2000-05-06,1.0
00-0037228,0,0,0,0,0,0,0,0,0,0.0,0.0,0,197,892,6,1,0.6853711350413514,35,40,300,2,0,8.254990347863941,0,0,0,0,0.0,0,0,0,0,0,0,6,146,0,0,0,Jaylen Warren,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f3txbqdarbabqtq4sx98",PIT,68.0,215.0,1998-11-01,
00-0037229,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Ikem Ekwonu,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fcta66ia7jfaml7vssru",CAR,76.0,320.0,2000-10-31,
00-0037231,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,9,14,103,1,0,2.2970573884111682,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Kevin Austin Jr.,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fh2yaqaxkornxeb7d9ie",NO,74.0,200.0,2000-03-30,
00-0037235,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,18,7,0,3.5,0,0,0,0,0,0,0,0,0,0,0,Travon Walker,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dg4shgrhcxlmhrdaifiu",JAX,77.0,272.0,2000-12-18,
00-0037236,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,31,13,4,13.5,1,0,0,0,0,0,0,0,0,0,0,Aidan Hutchinson,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnv2cpjveex9rtrkkaly",DET,79.0,268.0,2000-08-09,
00-0037237,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,26,1,1,0.0,4,1,0,0,0,0,0,0,0,0,0,Derek Stingley Jr.,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wkzinciyrrmsqdlda8lj",HOU,73.0,195.0,2001-06-20,
00-0037238,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,64,104,841,6,1,20.28729454172286,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Drake London,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/np91pvk7mczra1iyjkmo",ATL,76.0,215.0,2001-07-24,
00-0037239,0,1,0,0,1,0,0,0,0,-3.595132173621096,-55.08899092674256,0,1,-3,0,0,-1.253101927228272,100,156,1163,9,0,35.62936226270581,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Chris Olave,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrrmyvpvujynckag9jop",NO,72.0,187.0,2000-06-27,
00-0037240,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,12,0,0,-1.425711963151116,59,94,1043,7,0,50.56287120471661,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jameson Williams,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gpjarmglg1jhwq5wr1uu",DET,73.0,180.0,2001-03-26,
00-0037241,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1,0,0,0,-0.9967377239954658,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Trevor Penning,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ph1yzzisvtcuhbjb4uct",NO,79.0,325.0,1999-05-15,
00-0037242,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,21,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Kaiir Elam,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ye7stldje2waxyyjukvw",DAL,73.0,191.0,2001-05-05,
00-0037243,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Tyler Smith,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hem9gdkwxuowfcvomvfx",DAL,77.0,332.0,2001-04-03,
00-0037244,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,31,5,0,1.5,5,1,0,0,0,0,0,0,0,0,0,Devin Lloyd,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f4iyy3k80fzfzsgavxon",JAX,75.0,235.0,1998-09-30,
00-0037246,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,41,3,0,0.0,4,0,0,0,0,0,0,0,0,0,0,Jalen Pitre,SAF,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nq8a3zanbbjoihquklor",HOU,72.0,200.0,1999-06-03,
00-0037247,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,92,134,1420,9,4,92.53493271240441,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,George Pickens,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbpyykoguf7rsxezqzvk",DAL,75.0,200.0,2001-03-04,
00-0037248,0,0,0,0,0,0,0,0,0,0.0,0.0,0,307,1606,12,6,4.8048658657242775,33,40,291,2,0,8.67202215976431,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,James Cook,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anjbznqb9i21wzcgrtbs",BUF,71.0,190.0,1999-09-25,
00-0037249,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,29,13,1,12.5,0,0,0,0,0,0,0,0,0,0,0,Nik Bonitto,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y1ptokk7b6jovbe2gtss",DEN,75.0,240.0,1999-09-26,
00-0037251,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,17,12,1,5.5,0,0,0,0,0,0,0,0,0,0,0,Alex Wright,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rwvd1sputd9x1dziyznz",CLE,77.0,267.0,2000-09-05,
00-0037252,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,-7,0,0,-1.6294796523992647,23,29,304,1,1,14.5534446337407,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Greg Dulcich,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kirfnwuge3eam1s0ycne",MIA,76.0,245.0,2000-03-26,
00-0037253,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2,42,6,0,1.0,3,1,2,0,21,363,0,0,0,0,0,Marcus Jones,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bwy0az1y2vgvirna4bye",NE,68.0,188.0,1998-10-22,
