player_id,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_epa,special_teams_tds,def_tackles_solo,def_tackles_for_loss,def_fumbles_forced,def_sacks,def_interceptions,def_tds,def_fumbles,def_safeties,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_blocked,player_display_name,position_x,position_group,headshot_url,team,height,weight,birth_date,fg_pct
00-0022942,58,92,544,4,3,5,-37,1,0,-11.195535567243311,-11.259385043583661,0,2,-1,0,1,-1.1464567719958725,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Philip Rivers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf",IND,77.0,228.0,1981-12-08,
00-0023459,296,451,3028,23,7,27,-176,3,1,19.380328046294565,-7.630311385862852,1,20,41,1,1,-4.8417601622093915,1,1,-9,0,0,-1.5339853016193956,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",PIT,74.0,223.0,1983-12-02,
00-0023853,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,18,20,0,Matt Prater,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pj981bi535y4jwy6skr1",BUF,70.0,201.0,1984-08-10,1.0
00-0024243,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",DEN,78.0,267.0,1984-05-19,
00-0025565,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,28,29,0,Nick Folk,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcfiv2cc7ky37yq9iklp",NYJ,73.0,222.0,1984-11-05,1.0
00-0026158,251,416,2479,15,10,18,-118,3,3,-40.87212521742496,-10.199812401724781,2,20,33,1,0,5.135738129283835,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbqptn8emdlbeaz1kvmx",CLE,78.0,245.0,1985-01-16,
00-0026190,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,20,9,0,6.5,0,0,0,0,0,0,0,0,0,0,0,Calais Campbell,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/juvpepl8uc1p9rs7upsf",ARI,80.0,315.0,1986-09-01,
00-0026300,20,32,241,0,1,2,-14,0,0,-0.6523547452336862,-10.5445469773951,0,3,10,0,1,-0.8929893925669603,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Josh Johnson,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ibuhbuhomisj4t8vvhay",WAS,75.0,214.0,1986-05-15,
00-0026498,363,557,4448,42,8,22,-143,2,2,134.6633262255094,31.145094759369083,0,28,-2,0,3,-31.574494528846117,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matthew Stafford,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svxl2pk2cuqf26zrhii4",LA,75.0,214.0,1988-02-07,
00-0026858,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,9,10,0,Graham Gano,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wp5wochy7uuqcgyjcrrd",NYG,74.0,202.0,1987-04-09,1.0
00-0027114,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Thomas Morstead,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uicxa9bwvrenvcwnoklm",SF,76.0,225.0,1986-03-08,
00-0027224,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jon Weeks,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/efqsxmef1aoqnw6co1au",SF,70.0,242.0,1986-02-17,
00-0027857,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Trent Williams,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z3rgsbkzy0sripzunidx",SF,77.0,320.0,1988-07-19,
00-0027865,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3,2,0,3.0,0,0,0,0,0,0,0,0,0,0,0,Brandon Graham,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e6iqegrredwqev7qx81m",PHI,74.0,265.0,1988-04-03,
00-0027867,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jason Pierre-Paul,DE,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwl0fkpfwut1rizcarub",TB,77.0,270.0,1989-01-01,
00-0027940,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15,5,0,8.0,0,0,0,0,0,0,0,0,0,0,0,Von Miller,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cqkgo6uw5ha7bjajkewf",WAS,75.0,250.0,1989-03-26,
00-0027962,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,26,13,2,9.5,0,0,1,0,0,0,0,0,0,0,0,Cameron Jordan,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eauqz3xbdtl0wfoy71da",NO,76.0,287.0,1989-07-10,
00-0027969,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,31,9,1,3.5,0,0,0,0,0,0,0,0,0,0,0,Cameron Heyward,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfql05jp29d2pltrlwqz",PIT,77.0,295.0,1989-05-06,
00-0027973,25,37,293,1,1,8,-54,1,1,-5.661670377857174,28.807392065446074,0,5,-2,0,1,-8.659153220243752,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Andy Dalton,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nyjb97rajdqckaxsoniv",CAR,74.0,220.0,1987-10-29,
00-0028118,80,134,779,5,5,14,-82,1,1,-13.314910775482886,-44.13985901485718,0,27,143,1,0,5.413244476954398,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Tyrod Taylor,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nqpyumxuo0e9sitk0a0o",NYJ,73.0,217.0,1989-08-03,
00-0028292,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,Nick Bellore,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj7zdf6h9p9dnhdtmih",WAS,73.0,250.0,1989-05-12,
00-0028394,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jake McQuaide,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjtq2nbl0i8ejcx4dx9u",LA,74.0,238.0,1987-12-07,
00-0028845,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Josh Harris,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agckpghgjhwbacdexqyd",LAC,73.0,224.0,1989-04-27,
00-0028872,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Johnny Hekker,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qqxvnynrahubphl6gjvw",TEN,77.0,225.0,1990-02-08,
00-0028946,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Aaron Brewer,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnaix4zmrmwryj55usgx",ARI,77.0,232.0,1990-07-05,
00-0029008,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Charley Hughlett,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cowm2qllr7vpyktisnln",PHI,76.0,251.0,1990-05-16,
00-0029255,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,74,8,0,4.5,2,0,0,0,0,0,0,0,0,0,0,Bobby Wagner,MLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/msulezmb9dk3klpgymoj",WAS,72.0,242.0,1990-06-27,
00-0029263,69,119,831,3,3,10,-66,2,0,-15.676451989242679,-67.07859518006444,0,18,106,0,1,-1.2863639157300106,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Russell Wilson,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkstxj0evgkjiycu4glc",NYG,71.0,206.0,1988-11-29,
00-0029316,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Kelvin Beachum,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dgul4jljoasida1h8tag",ARI,75.0,308.0,1989-06-08,
00-0029562,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,54,8,2,3.5,1,0,0,0,0,0,0,0,0,0,0,Lavonte David,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gicyoxodiwdzvybrzddk",TB,73.0,233.0,1990-01-23,
00-0029592,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Kevin Zeitler,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nfb14plexvixmjo0p5ye",TEN,76.0,332.0,1990-03-08,
00-0029604,148,237,1541,9,4,9,-58,2,0,4.622419828797797,-38.354183150948664,0,11,7,1,1,-0.9082687173795421,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Kirk Cousins,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmdqr7gju0dciapvdjcv",ATL,75.0,205.0,1988-08-19,
00-0029606,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,37,3,1,1.0,2,0,0,0,0,0,0,0,0,0,0,Harrison Smith,FS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kadw1bk0cxsarjrwbdrq",MIN,74.0,211.0,1989-02-02,
00-0029607,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,60,6,2,0.5,0,0,0,0,0,0,0,0,0,0,0,Demario Davis,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fx9oohbyik0ibdlvyr8z",NO,74.0,248.0,1989-01-11,
00-0029685,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Greg Van Roten,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iey1sirxc8ggdt5yeunm",NYG,76.0,295.0,1990-02-26,
00-0029692,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Bryan Anger,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e1fozrp2fhprrkheqt0x",DAL,75.0,202.0,1988-10-06,
00-0029714,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Andrew DePaola,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jcrvuhkivwjhbqmzp5tm",MIN,73.0,227.0,1987-07-28,
00-0029822,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,23,29,1,Brandon McManus,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvwi9b1vfkn0wlmdl7ej",GB,75.0,201.0,1991-07-25,1.0
00-0029892,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,-3,0,0,-3.4974754005670547,23,26,208,2,0,10.732367589895148,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Kyle Juszczyk,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qflumv1aag7yw9mgwpga",SF,74.0,235.0,1991-04-23,
00-0030035,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,16,29,143,0,0,3.7432144224150106,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Adam Thielen,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pv6gajxtt6zhum2unnsl",MIN,74.0,200.0,1990-08-22,
00-0030061,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,50,72,504,4,1,11.710295939606693,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Zach Ertz,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",WAS,77.0,250.0,1990-11-10,
00-0030062,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,28,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Darius Slay,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r7dwifb7wrqvqj714dgh",PIT,72.0,192.0,1991-01-01,
00-0030070,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15,3,2,1.0,0,0,0,0,0,0,0,0,0,0,0,John Jenkins,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cgamzernsuzy7zamg3rx",BAL,75.0,360.0,1989-07-11,
00-0030092,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Sam Martin,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hkewwfpluyhrcdgquthf",CAR,73.0,205.0,1990-02-27,
00-0030114,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,31,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,Jordan Poyer,FS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jv5ibhkljw1u9knlwqzy",BUF,72.0,191.0,1991-04-25,
00-0030140,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Tress Way,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c9oijuzo666bwebj9yuj",WAS,73.0,220.0,1990-04-18,
00-0030279,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,74,109,741,4,2,40.46413984688424,0,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Keenan Allen,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ri267r6lzfwarh89hsn6",LAC,74.0,211.0,1992-04-27,
00-0030294,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,30,1,0,0.0,4,0,0,0,0,0,0,0,0,0,0,Tony Jefferson,S,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbeyyjp0frs1gi1g8e3i",LAC,71.0,211.0,1992-01-27,
00-0030506,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,0,0,-1.8751907240366563,73,102,839,5,0,40.584218886292334,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Travis Kelce,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5",KC,77.0,250.0,1989-10-05,
00-0030561,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Lane Johnson,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ukibsn5yxozyzompfbxm",PHI,78.0,325.0,1990-05-08,
00-0030564,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,22,37,330,2,0,14.327190316717289,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,DeAndre Hopkins,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/snvo6holyfdjmrlqxqxu",BAL,73.0,210.0,1992-06-06,
00-0030565,302,448,3025,19,17,55,-405,3,1,-72.92140604885863,19.195507277335054,1,41,109,0,1,-1.6735542911628731,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Geno Smith,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqy0933vz5yogwlefb1s",LV,75.0,221.0,1990-10-10,
00-0030615,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,James Winchester,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qw1jmfvcpwxx12cewfqg",KC,75.0,240.0,1989-08-06,
00-0030725,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Cornelius Lucas,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ii9b9lb3szz5vehvqh5a",CLE,80.0,327.0,1991-07-18,
00-0030757,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Mike Pennel,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ezpbko1gvvdrrtqhkhnu",CIN,76.0,330.0,1991-05-09,
00-0031040,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,19,6,4,5.5,0,0,0,1,0,0,0,0,0,0,0,Khalil Mack,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jzqh3otccfpx2aue7xys",LAC,75.0,269.0,1991-02-22,
00-0031054,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10,3,1,3.0,1,0,0,0,0,0,0,0,0,0,0,DaQuan Jones,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w7qkicdj6v0figbmfp0u",BUF,76.0,320.0,1991-12-27,
00-0031079,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Pat O'Donnell,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kputu02pppmvb69bkdfg",ARI,76.0,220.0,1991-02-22,
00-0031136,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,25,30,1,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxbnhvnfjmheuryvdmuf",PIT,74.0,185.0,1991-03-16,1.0
00-0031156,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Tyler Ott,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ppnihdnetdwuoapsyrnn",WAS,75.0,253.0,1992-02-28,
00-0031177,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,Brent Urban,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/acp4qzscazxskq9efwnf",BAL,79.0,309.0,1991-05-05,
00-0031203,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,25,30,1,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5mfvjfuflbitwuji1yx",CHI,68.0,173.0,1991-11-12,0.5
00-0031236,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,24,36,279,0,0,16.035737761522906,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Brandin Cooks,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/krz3gv9jjs92arlctvqf",NO,70.0,190.0,1993-09-25,
00-0031237,8,15,62,0,0,2,-21,0,0,-12.498526949668303,-16.29420667886734,0,3,4,0,0,-0.0188060835935175,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Teddy Bridgewater,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wggyfg1dgyiwcgxafoen",TB,74.0,210.0,1992-11-10,
00-0031254,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5,3,1,3.5,0,0,0,0,0,0,0,0,0,0,0,Denico Autry,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/avrrswmjrzes0ggi3bsg",HOU,77.0,285.0,1990-07-15,
00-0031270,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10,7,0,1.0,0,0,0,0,0,0,0,0,0,0,0,Shelby Harris,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r1lxhltzhpkmfdocupum",CLE,74.0,288.0,1991-08-11,
00-0031279,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1,0,0,0,-0.2404654118581675,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jake Matthews,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erhayhjdrny0fua2nizx",ATL,77.0,309.0,1992-02-11,
00-0031330,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Morgan Moses,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbq088iyxz81xdpdcnx0",NE,78.0,320.0,1991-03-03,
00-0031345,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,-7,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jimmy Garoppolo,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivz3zwvjxvgcu4dzabur",LA,74.0,225.0,1991-11-02,
00-0031357,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,C.J. Goodwin,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txvnf4ecxcgg5heclsit",DAL,75.0,190.0,1990-02-04,
00-0031360,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11,4,0,2.0,1,0,0,0,0,0,0,0,0,0,0,Kyle Van Noy,MLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kxj2hipcguahh4l60vaa",BAL,75.0,255.0,1991-03-26,
00-0031364,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,17,8,0,5.5,0,0,0,0,0,0,0,0,0,0,0,Jadeveon Clowney,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iururnv6x8iuzepggwvt",DAL,77.0,266.0,1993-02-14,
00-0031381,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,60,114,789,14,0,27.033441679594226,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Davante Adams,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qtonvcqpixixqhc6lhnc",LA,73.0,215.0,1992-12-24,
00-0031408,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,28,60,334,3,0,2.041395251791871,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Mike Evans,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yaxorbdsvk1ucfuiyrkj",TB,77.0,231.0,1993-08-21,
00-0031411,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,23,11,3,6.0,0,0,0,0,0,0,0,0,0,0,0,DeMarcus Lawrence,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dqcbiti9q92w9uawqxom",SEA,75.0,254.0,1992-04-28,
00-0031426,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Joel Bitonio,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/il9yy0bjrowrwhxk9ard",CLE,76.0,320.0,1991-10-11,
